"C:\Program Files (x86)\Steam\steamapps\common\SourceFilmmaker\game\sfm.exe" +sv_lan 1 -useqtport -tools -dev -sw -w 1280 -h 720 +mat_hdr_level 3 +mat_queue_mode 0 -game usermod -insecure

c:\users\timothy\documents\github\sfmanimation\scene1.dmx#0

1280x720 @24.00 fps
motion blur samples:    per-camera settings
depth of field samples: per-camera settings

Frame  	Frame  	Total  	Shot                   	Map                    	DoF    	MBlur  	Total
Number 	Time   	Time   	Name                   	Name                   	Count  	Count  	Count
    716	  0.310	    249	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    717	  0.312	    249	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    718	  0.308	    249	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    719	  0.310	    249	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    720	  0.309	    250	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    721	  0.308	    250	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    722	  0.270	    250	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    723	  0.312	    251	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    724	  0.313	    251	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    725	  0.324	    251	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    726	  0.308	    252	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    727	  0.308	    252	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    728	  0.316	    252	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    729	  0.310	    253	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    730	  0.312	    253	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    731	  0.311	    253	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    732	  0.277	    253	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    733	  0.305	    254	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    734	  0.312	    254	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    735	  0.312	    254	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    736	  0.310	    255	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    737	  0.305	    255	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    738	  0.311	    255	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    739	  0.311	    256	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    740	  0.307	    256	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    741	  0.277	    256	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    742	  0.312	    257	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    743	  0.314	    257	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    744	  0.312	    257	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    745	  0.312	    257	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    746	  0.309	    258	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    747	  0.313	    258	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    748	  0.311	    258	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    749	  0.308	    259	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    750	  0.313	    259	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    751	  0.289	    259	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    752	  0.309	    260	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    753	  0.307	    260	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    754	  0.314	    260	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    755	  0.311	    261	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    756	  0.307	    261	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    757	  0.309	    261	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    758	  0.313	    261	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    759	  0.308	    262	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    760	  0.271	    262	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    761	  0.319	    262	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    762	  0.310	    263	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    763	  0.314	    263	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    764	  0.310	    263	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    765	  0.307	    264	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    766	  0.311	    264	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    767	  0.311	    264	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    768	  0.309	    265	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    769	  0.315	    265	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    770	  0.287	    265	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    771	  0.314	    265	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    772	  0.312	    266	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    773	  0.313	    266	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    774	  0.315	    266	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    775	  0.312	    267	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    776	  0.312	    267	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    777	  0.320	    267	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    778	  0.312	    268	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    779	  0.311	    268	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    780	  0.272	    268	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    781	  0.316	    269	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    782	  0.315	    269	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    783	  0.320	    269	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    784	  0.314	    270	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    785	  0.315	    270	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    786	  0.313	    270	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    787	  0.315	    270	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    788	  0.308	    271	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    789	  0.310	    271	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    790	  0.266	    271	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    791	  0.304	    272	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    792	  0.314	    272	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    793	  0.315	    272	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    794	  0.316	    273	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    795	  0.317	    273	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    796	  0.314	    273	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    797	  0.314	    274	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    798	  0.313	    274	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    799	  0.310	    274	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    800	  0.275	    274	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    801	  0.312	    275	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    802	  0.317	    275	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    803	  0.323	    275	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    804	  0.324	    276	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    805	  0.323	    276	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    806	  0.329	    276	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    807	  0.317	    277	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    808	  0.317	    277	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    809	  0.325	    277	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    810	  0.310	    278	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    811	  0.313	    278	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    812	  0.274	    278	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    813	  0.310	    279	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    814	  0.309	    279	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    815	  0.310	    279	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    816	  0.314	    279	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    817	  0.309	    280	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    818	  0.307	    280	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    819	  0.317	    280	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    820	  0.309	    281	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    821	  0.267	    281	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    822	  0.312	    281	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    823	  0.310	    282	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    824	  0.310	    282	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    825	  0.318	    282	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    826	  0.307	    283	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    827	  0.309	    283	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    828	  0.310	    283	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    829	  0.312	    283	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    830	  0.263	    284	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    831	  0.313	    284	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    832	  0.318	    284	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    833	  0.304	    285	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    834	  0.311	    285	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    835	  0.354	    285	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    836	  0.304	    286	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    837	  0.308	    286	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    838	  0.315	    286	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    839	  0.312	    287	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    840	  0.314	    287	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    841	  0.279	    287	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    842	  0.313	    287	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    843	  0.304	    288	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    844	  0.322	    288	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    845	  0.313	    288	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    846	  0.304	    289	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    847	  0.308	    289	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    848	  0.318	    289	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    849	  0.306	    290	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    850	  0.262	    290	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    851	  0.316	    290	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    852	  0.312	    291	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    853	  0.310	    291	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    854	  0.311	    291	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    855	  0.316	    291	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    856	  0.307	    292	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    857	  0.311	    292	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    858	  0.314	    292	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    859	  0.306	    293	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    860	  0.289	    293	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    861	  0.312	    293	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    862	  0.312	    294	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    863	  0.315	    294	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    864	  0.319	    294	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    865	  0.307	    295	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    866	  0.311	    295	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    867	  0.314	    295	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    868	  0.310	    295	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    869	  0.308	    296	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    870	  0.287	    296	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    871	  0.310	    296	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    872	  0.307	    297	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    873	  0.308	    297	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    874	  0.311	    297	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    875	  0.310	    298	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    876	  0.310	    298	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    877	  0.311	    298	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    878	  0.311	    299	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    879	  0.277	    299	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    880	  0.310	    299	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    881	  0.312	    299	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    882	  0.308	    300	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    883	  0.312	    300	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    884	  0.309	    300	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    885	  0.308	    301	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    886	  0.324	    301	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    887	  0.315	    301	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    888	  0.309	    302	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    889	  0.282	    302	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    890	  0.325	    302	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    891	  0.322	    303	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    892	  0.317	    303	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    893	  0.310	    303	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    894	  0.310	    304	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    895	  0.312	    304	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    896	  0.308	    304	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    897	  0.310	    304	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    898	  0.310	    305	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    899	  0.269	    305	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    900	  0.317	    305	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    901	  0.307	    306	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    902	  0.307	    306	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    903	  0.315	    306	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    904	  0.317	    307	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    905	  0.320	    307	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    906	  0.319	    307	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    907	  0.314	    308	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    908	  0.310	    308	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    909	  0.268	    308	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    910	  0.315	    308	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    911	  0.314	    309	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    912	  0.319	    309	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    913	  0.311	    309	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    914	  0.311	    310	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    915	  0.321	    310	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    916	  0.311	    310	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    917	  0.306	    311	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    918	  0.311	    311	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    919	  0.275	    311	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    920	  0.310	    312	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    921	  0.308	    312	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    922	  0.308	    312	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    923	  0.314	    312	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    924	  0.310	    313	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    925	  0.310	    313	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    926	  0.317	    313	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    927	  0.307	    314	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    928	  0.266	    314	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    929	  0.315	    314	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    930	  0.315	    315	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    931	  0.320	    315	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    932	  0.310	    315	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    933	  0.325	    316	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    934	  0.322	    316	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    935	  0.327	    316	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    936	  0.345	    317	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    937	  0.406	    317	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    938	  0.333	    317	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    939	  0.312	    318	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    940	  0.313	    318	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    941	  0.314	    318	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    942	  0.309	    319	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    943	  0.310	    319	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    944	  0.280	    319	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    945	  0.309	    319	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    946	  0.307	    320	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    947	  0.309	    320	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    948	  0.315	    320	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    949	  0.315	    321	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    950	  0.306	    321	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    951	  0.312	    321	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    952	  0.310	    322	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    953	  0.265	    322	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    954	  0.307	    322	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    955	  0.313	    322	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    956	  0.309	    323	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    957	  0.306	    323	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    958	  0.313	    323	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    959	  0.309	    324	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    960	  0.309	    324	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    961	  0.322	    324	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    962	  0.264	    325	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    963	  0.344	    325	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    964	  0.327	    325	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    965	  0.319	    326	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    966	  0.320	    326	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    967	  0.325	    326	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    968	  0.319	    327	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    969	  0.319	    327	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    970	  0.320	    327	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    971	  0.316	    328	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    972	  0.307	    328	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    973	  0.307	    328	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    974	  0.315	    328	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    975	  0.284	    329	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    976	  0.309	    329	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    977	  0.311	    329	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    978	  0.310	    330	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    979	  0.312	    330	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    980	  0.313	    330	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    981	  0.311	    331	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    982	  0.312	    331	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    983	  0.310	    331	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    984	  0.266	    332	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    985	  0.315	    332	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    986	  0.316	    332	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    987	  0.320	    332	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    988	  0.310	    333	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    989	  0.314	    333	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    990	  0.319	    333	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    991	  0.307	    334	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    992	  0.311	    334	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    993	  0.315	    334	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    994	  0.264	    335	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    995	  0.310	    335	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    996	  0.311	    335	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    997	  0.316	    336	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    998	  0.314	    336	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
    999	  0.308	    336	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1000	  0.317	    336	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1001	  0.311	    337	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1002	  0.311	    337	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1003	  0.319	    337	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1004	  0.276	    338	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1005	  0.317	    338	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1006	  0.324	    338	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1007	  0.315	    339	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1008	  0.312	    339	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1009	  0.318	    339	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1010	  0.317	    340	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1011	  0.320	    340	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1012	  0.312	    340	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1013	  0.317	    341	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1014	  0.314	    341	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1015	  0.275	    341	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1016	  0.318	    341	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1017	  0.308	    342	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1018	  0.309	    342	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1019	  0.314	    342	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1020	  0.314	    343	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1021	  0.308	    343	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1022	  0.320	    343	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1023	  0.311	    344	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1024	  0.307	    344	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1025	  0.283	    344	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1026	  0.310	    345	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1027	  0.313	    345	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1028	  0.316	    345	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1029	  0.309	    345	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1030	  0.307	    346	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1031	  0.312	    346	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1032	  0.312	    346	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1033	  0.307	    347	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1034	  0.311	    347	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1035	  0.294	    347	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1036	  0.308	    348	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1037	  0.309	    348	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1038	  0.312	    348	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1039	  0.312	    349	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1040	  0.308	    349	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
   1041	  0.307	    349	shot2                 	koth_sollytude_rc1.bsp	    8	    8	    8
