"C:\Program Files (x86)\Steam\steamapps\common\SourceFilmmaker\game\sfm.exe" +sv_lan 1 -useqtport -tools -dev -sw -w 1280 -h 720 +mat_hdr_level 3 +mat_queue_mode 0 -game usermod -insecure

c:\users\timothy\documents\github\sfmanimation\scene1.dmx#0

1280x720 @24.00 fps
motion blur samples:    per-camera settings
depth of field samples: per-camera settings

Frame  	Frame  	Total  	Shot                   	Map                    	DoF    	MBlur  	Total
Number 	Time   	Time   	Name                   	Name                   	Count  	Count  	Count
   3018	  0.340	    985	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3019	  0.343	    986	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3020	  0.334	    986	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3021	  0.338	    986	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3022	  0.341	    987	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3023	  0.334	    987	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3024	  0.333	    987	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3025	  0.349	    988	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3026	  0.340	    988	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3027	  0.336	    988	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3028	  0.344	    989	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3029	  0.333	    989	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3030	  0.334	    989	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3031	  0.336	    990	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3032	  0.334	    990	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3033	  0.418	    990	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3034	  0.343	    991	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3035	  0.345	    991	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3036	  0.358	    991	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3037	  0.337	    992	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3038	  0.335	    992	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3039	  0.342	    992	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3040	  0.332	    993	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3041	  0.336	    993	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3042	  0.339	    993	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3043	  0.333	    994	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3044	  0.335	    994	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3045	  0.352	    994	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3046	  0.338	    995	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3047	  0.331	    995	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3048	  0.346	    995	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3049	  0.340	    996	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3050	  0.336	    996	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3051	  0.347	    996	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3052	  0.336	    997	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3053	  0.334	    997	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3054	  0.346	    997	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3055	  0.332	    998	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3056	  0.332	    998	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3057	  0.343	    998	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3058	  0.334	    999	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3059	  0.333	    999	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3060	  0.345	    999	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3061	  0.340	   1000	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3062	  0.337	   1000	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3063	  0.341	   1001	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3064	  0.335	   1001	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3065	  0.338	   1001	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3066	  0.346	   1002	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3067	  0.335	   1002	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3068	  0.291	   1002	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3069	  0.344	   1002	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3070	  0.335	   1003	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3071	  0.331	   1003	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3072	  0.342	   1004	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3073	  0.333	   1004	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3074	  0.331	   1004	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3075	  0.340	   1005	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3076	  0.330	   1005	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3077	  0.330	   1005	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3078	  0.343	   1006	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3079	  0.333	   1006	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3080	  0.331	   1006	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3081	  0.340	   1007	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3082	  0.332	   1007	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3083	  0.334	   1007	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3084	  0.345	   1008	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3085	  0.342	   1008	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3086	  0.346	   1008	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3087	  0.353	   1009	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3088	  0.341	   1009	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3089	  0.337	   1009	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3090	  0.337	   1010	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3091	  0.331	   1010	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3092	  0.339	   1010	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3093	  0.337	   1011	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3094	  0.335	   1011	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3095	  0.332	   1011	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3096	  0.338	   1012	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3097	  0.333	   1012	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3098	  0.338	   1012	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3099	  0.337	   1013	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3100	  0.338	   1013	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3101	  0.343	   1013	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3102	  0.344	   1014	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3103	  0.352	   1014	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3104	  0.340	   1014	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3105	  0.332	   1015	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3106	  0.334	   1015	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3107	  0.340	   1015	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3108	  0.335	   1016	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3109	  0.333	   1016	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3110	  0.337	   1016	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3111	  0.336	   1017	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3112	  0.338	   1017	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3113	  0.347	   1017	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3114	  0.344	   1018	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3115	  0.352	   1018	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3116	  0.344	   1018	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3117	  0.333	   1019	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3118	  0.333	   1019	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3119	  0.339	   1019	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3120	  0.333	   1020	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3121	  0.292	   1020	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3122	  0.335	   1020	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3123	  0.333	   1021	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3124	  0.332	   1021	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3125	  0.333	   1021	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3126	  0.336	   1022	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3127	  0.332	   1022	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3128	  0.342	   1022	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3129	  0.332	   1023	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3130	  0.335	   1023	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3131	  0.338	   1023	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3132	  0.333	   1024	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3133	  0.334	   1024	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3134	  0.341	   1024	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3135	  0.340	   1025	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3136	  0.343	   1025	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3137	  0.350	   1025	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3138	  0.336	   1026	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3139	  0.334	   1026	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3140	  0.347	   1026	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3141	  0.337	   1027	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3142	  0.337	   1027	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3143	  0.345	   1027	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3144	  0.333	   1028	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3145	  0.333	   1028	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3146	  0.345	   1028	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3147	  0.334	   1029	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3148	  0.333	   1029	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3149	  0.342	   1029	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3150	  0.335	   1030	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3151	  0.339	   1030	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3152	  0.347	   1030	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3153	  0.337	   1031	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3154	  0.331	   1031	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3155	  0.339	   1032	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3156	  0.330	   1032	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3157	  0.335	   1032	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3158	  0.342	   1033	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3159	  0.340	   1033	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3160	  0.343	   1033	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3161	  0.353	   1034	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3162	  0.336	   1034	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3163	  0.341	   1034	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3164	  0.338	   1035	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3165	  0.334	   1035	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3166	  0.340	   1035	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3167	  0.335	   1036	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3168	  0.333	   1036	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3169	  0.339	   1036	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3170	  0.337	   1037	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3171	  0.339	   1037	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3172	  0.354	   1037	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3173	  0.350	   1038	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3174	  0.336	   1038	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3175	  0.286	   1038	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3176	  0.336	   1039	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3177	  0.334	   1039	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3178	  0.333	   1039	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3179	  0.334	   1040	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3180	  0.334	   1040	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3181	  0.335	   1040	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3182	  0.334	   1041	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3183	  0.332	   1041	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3184	  0.337	   1041	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3185	  0.333	   1042	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3186	  0.338	   1042	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3187	  0.337	   1042	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3188	  0.335	   1043	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3189	  0.332	   1043	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3190	  0.335	   1043	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3191	  0.337	   1044	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3192	  0.334	   1044	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3193	  0.341	   1044	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3194	  0.338	   1045	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3195	  0.343	   1045	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3196	  0.354	   1045	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3197	  0.358	   1046	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3198	  0.336	   1046	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3199	  0.339	   1046	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3200	  0.332	   1047	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3201	  0.337	   1047	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3202	  0.339	   1047	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3203	  0.332	   1048	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3204	  0.332	   1048	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3205	  0.341	   1048	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3206	  0.333	   1049	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3207	  0.337	   1049	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3208	  0.342	   1049	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3209	  0.341	   1050	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3210	  0.332	   1050	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3211	  0.343	   1050	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3212	  0.338	   1051	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3213	  0.345	   1051	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3214	  0.342	   1051	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3215	  0.334	   1052	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3216	  0.336	   1052	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3217	  0.346	   1052	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3218	  0.334	   1053	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3219	  0.335	   1053	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3220	  0.342	   1053	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3221	  0.342	   1054	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3222	  0.331	   1054	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3223	  0.343	   1054	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3224	  0.340	   1055	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3225	  0.288	   1055	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3226	  0.342	   1055	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3227	  0.333	   1056	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3228	  0.333	   1056	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3229	  0.340	   1056	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3230	  0.331	   1057	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3231	  0.330	   1057	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3232	  0.343	   1057	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3233	  0.330	   1058	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3234	  0.333	   1058	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3235	  0.339	   1058	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3236	  0.330	   1059	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3237	  0.331	   1059	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3238	  0.341	   1059	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3239	  0.334	   1060	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3240	  0.336	   1060	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3241	  0.343	   1060	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3242	  0.338	   1061	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3243	  0.359	   1061	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3244	  0.350	   1062	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3245	  0.337	   1062	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3246	  0.333	   1062	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3247	  0.392	   1063	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3248	  0.332	   1063	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3249	  0.334	   1063	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3250	  0.336	   1064	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3251	  0.335	   1064	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3252	  0.335	   1064	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3253	  0.335	   1065	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3254	  0.332	   1065	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3255	  0.344	   1065	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3256	  0.333	   1066	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3257	  0.331	   1066	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3258	  0.337	   1066	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3259	  0.362	   1067	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3260	  0.331	   1067	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3261	  0.335	   1067	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3262	  0.330	   1068	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3263	  0.399	   1068	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3264	  0.337	   1068	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3265	  0.330	   1069	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3266	  0.333	   1069	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3267	  0.339	   1069	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3268	  0.332	   1070	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3269	  0.339	   1070	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3270	  0.349	   1070	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3271	  0.356	   1071	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3272	  0.352	   1071	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3273	  0.342	   1071	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3274	  0.333	   1072	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3275	  0.343	   1072	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3276	  0.342	   1072	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3277	  0.332	   1073	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3278	  0.330	   1073	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3279	  0.343	   1073	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3280	  0.330	   1074	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3281	  0.330	   1074	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3282	  0.343	   1074	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3283	  0.333	   1075	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3284	  0.337	   1075	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3285	  0.347	   1075	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3286	  0.342	   1076	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3287	  0.336	   1076	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3288	  0.341	   1076	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3289	  0.338	   1077	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3290	  0.332	   1077	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3291	  0.344	   1078	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3292	  0.335	   1078	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3293	  0.290	   1078	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3294	  0.340	   1078	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3295	  0.332	   1079	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3296	  0.331	   1079	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3297	  0.346	   1079	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3298	  0.334	   1080	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3299	  0.332	   1080	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3300	  0.342	   1080	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3301	  0.336	   1081	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3302	  0.332	   1081	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3303	  0.345	   1081	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3304	  0.335	   1082	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3305	  0.337	   1082	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3306	  0.347	   1083	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3307	  0.343	   1083	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3308	  0.339	   1083	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3309	  0.333	   1084	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3310	  0.293	   1084	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3311	  0.285	   1084	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3312	  0.293	   1084	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3313	  0.284	   1085	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3314	  0.282	   1085	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3315	  0.292	   1085	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3316	  0.290	   1086	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3317	  0.287	   1086	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3318	  0.287	   1086	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3319	  0.297	   1086	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3320	  0.285	   1087	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3321	  0.290	   1087	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3322	  0.300	   1087	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3323	  0.287	   1088	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3324	  0.287	   1088	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3325	  0.288	   1088	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3326	  0.295	   1088	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3327	  0.287	   1089	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3328	  0.285	   1089	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3329	  0.293	   1089	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
   3330	  0.285	   1090	shot7                 	koth_sollytude_rc1.bsp	    8	    8	    8
